issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
146,MN.gov,https://mn.gov/ (Home page),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=5a895e3f-e4a7-47b3-aa2b-85d855d1a449&ssb=68368258377&ssc=https%3A%2F%2Fmn.gov%2F%2520%28Home%2520page%29%2F&ssi=c62e182e-bf56-4153-9624-dfc4ec2f6a14&ssk=support@shieldsquare.com&ssm=02879521463333383108014261731729&ssn=62269fa47669c912739e7967b2a0d1e230151f69954a-d99c-4e40-a684bf&sso=8227ac74-a7625cc191ae0da9904e8ac7e62a73494c79353b14bd4011&ssp=23136063791774153975177416613117933&ssq=66956380381763472473103817840068659211987&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,18583,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/mnit/government/policies/accessibility/ (Accessibility statement),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=69aebe03-5093-47d6-8e5b-20c40780e2ad&ssb=31371248397&ssc=https%3A%2F%2Fmn.gov%2Fmnit%2Fgovernment%2Fpolicies%2Faccessibility%2F%2520%28Accessibility%2520statement%29&ssi=a564888b-bf56-4494-bdad-007074f0b5de&ssk=support@shieldsquare.com&ssm=71999811880047437104338636710421&ssn=f8b24654d3172c18885aa3dd0b578531138cec23bc2e-814f-4276-8192f9&sso=0971851e-3d5ac28ac494c974d35a71cf6082521cdb6e617dbb9f3681&ssp=12300580691774190979177413671875562&ssq=36562960383587336310503835331168454878715&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15431,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/portal/search/ (Search results page),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=7a4bb6bf-583f-4b0c-80ca-ad30c814a439&ssb=08877296404&ssc=https%3A%2F%2Fmn.gov%2Fportal%2Fsearch%2F%2520%28Search%2520results%2520page%29&ssi=74018838-bf56-48f2-b8a2-80b0a14fdea8&ssk=support@shieldsquare.com&ssm=55870179421952492106727908969187&ssn=f2ee944a135accce3866c9be7d08a8c481b0e58c8e25-aec6-4ff7-9e6051&sso=1ae2fb6f-e3fb71f4e61ce22e02d0b7ffda123a2e0dc667ae8af924e4&ssp=80930982141774111452177417837077719&ssq=76500960385171785567003851604131322576909&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15444,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/mnit/about-mnit/accessibility/ (About page),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=04ca236f-75b2-407b-acce-323a66b19f50&ssb=54568289894&ssc=https%3A%2F%2Fmn.gov%2Fmnit%2Fabout-mnit%2Faccessibility%2F%2520%28About%2520page%29&ssi=03929331-bf56-4a72-9005-c8ce254ae609&ssk=support@shieldsquare.com&ssm=81621749283913226107103283845825&ssn=4c2826f0db749d4d0f17697161cdc7129f557f9dd557-3a1a-4164-942115&sso=f1365021-aa66e53d8145f8f42aeaabbfcbec1911fbd199fdbbf6bcea&ssp=63264732721774119240177413160227933&ssq=97030180386672637546403866325026103212650&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15361,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/showcase/examples/pages/flex-layouts/main-landing-page.jsp (Complex Landing Page Template),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=eb8e592f-8905-43a1-b217-e29f77a6a31a&ssb=47864218941&ssc=https%3A%2F%2Fmn.gov%2Fshowcase%2Fexamples%2Fpages%2Fflex-layouts%2Fmain-landing-page.jsp%2520%28Complex%2520Landing%2520Page%2520Template%29&ssi=d1bce306-bf56-4172-9bd5-2ecc3807b501&ssk=support@shieldsquare.com&ssm=77482312531403581103208753541236&ssn=591a0c80a0662a9b906cb62337748d027e36f3642287-dc75-487c-968103&sso=f1f1b953-cd32e369a8341bc15707cb15b2989a6ba7969b6742bfc8e6&ssp=84475383111774126239177418431177679&ssq=92155300388247138491503882811529696364788&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15347,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/mnit/about-mnit/accessibility/electronic-documents/index.jsp (High-density structured content),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=1d5aa432-3829-41dd-845c-b0ae7db2c25e&ssb=68661270510&ssc=https%3A%2F%2Fmn.gov%2Fmnit%2Fabout-mnit%2Faccessibility%2Felectronic-documents%2Findex.jsp%2520%28High-density%2520structured%2520content%29&ssi=7640b9c3-bf56-4ffd-8755-df20c2c7c0f3&ssk=support@shieldsquare.com&ssm=44367243293963329106873999553466&ssn=15d7b25ab0607bd0036c09ab281bc6e9d78b4e22e107-e10b-4db9-bae5ac&sso=e8111106-fcc93bba4efb4b71ac4850bbe001b18e22dbf19aa967bedc&ssp=48621940101774102727177418977465879&ssq=05930080389703803142803897405940862976385&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15287,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/mnit/about-mnit/accessibility/news/ (News/Article list),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=d94416fa-8dae-424a-9f83-ecc183064857&ssb=04131214113&ssc=https%3A%2F%2Fmn.gov%2Fmnit%2Fabout-mnit%2Faccessibility%2Fnews%2F%2520%28News%2FArticle%2520list%29&ssi=23bdbe6c-bf56-4144-895a-2b44ab947a11&ssk=support@shieldsquare.com&ssm=36323289495817762100227627408080&ssn=9995f2a226398b110ec5b1c84df84fecf54407ba99ba-28da-4c64-ad0ab5&sso=ce3b8d88-cbdabdfc8b324129140a00c6bf89f137b6b9e1926977ecaf&ssp=68496340461774102525177418240489768&ssq=70748640391256792075803912479547129473406&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15445,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/mnit/media/blog/?id=38-472949 (Single article template),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=dfb79ec1-afc8-45d5-809e-b6a2449482e6&ssb=78551247525&ssc=https%3A%2F%2Fmn.gov%2Fmnit%2Fmedia%2Fblog%2F%3Fid%3D38-472949%2520%28Single%2520article%2520template%29&ssi=3997da84-bf56-4edb-a3d1-e6c181b31d1f&ssk=support@shieldsquare.com&ssm=09505777486391419102362724548241&ssn=79b6ab5b1b4c9b82af94e3b6e9a7c815297e2dc5de9f-bcd6-497f-92dbcb&sso=d44bdd02-c7043ffef0bd37b84f379169895e563e993d5e339dcf8ad0&ssp=89384167471774176070177417407414370&ssq=64617590392863529547903928975752253483480&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15439,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/showcase/examples/pages/flex-layouts/index.jsp (Category/Topic landing page),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=7cd46859-cc7f-4eec-8610-ee49e866ef19&ssb=81930299450&ssc=https%3A%2F%2Fmn.gov%2Fshowcase%2Fexamples%2Fpages%2Fflex-layouts%2Findex.jsp%2520%28Category%2FTopic%2520landing%2520page%29&ssi=263260a0-bf56-42a6-a542-ac3832edce18&ssk=support@shieldsquare.com&ssm=11635006039865671106102867842481&ssn=c1d445583ca790e0c96cea8acb8b4eb8b1d1a6f89c7c-2340-4ce2-9a8c3e&sso=ccc91d88-1a4d23f9f19e54b6677d8175a416182a732ef50087b25d63&ssp=67394234091774115560177413363660828&ssq=08093710394359260559803943204524065958155&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15353,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
146,MN.gov,https://mn.gov/governor/ (Executive branch template),http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=4d6a2fe2-0d7e-496d-aa60-d4cc91ed15d7&ssb=96848213515&ssc=https%3A%2F%2Fmn.gov%2Fgovernor%2F%2520%28Executive%2520branch%2520template%29&ssi=c3bd8c67-bf56-4a4c-a5ed-973fccfe2d81&ssk=support@shieldsquare.com&ssm=45454993331694193108585534774266&ssn=dbe5baa7b24ffda2ebaa42d719f54e9e73404fd1919d-53d3-4e0e-be30c9&sso=115bd61a-350ed48e714a7d2bb27b7a115596b6db9097617f93ccc9bc&ssp=94457771551774146513177413704489936&ssq=98965200395948283777403959633443605702232&ssr=MTMuODMuMjE2Ljk4&sst=alfa-scan-bot/0.1&ssu=&ssv=&ssw=&ssx=W10=,200,true,true,15362,false,0,0,0,0,,Skipped (not requested),true,149,10,1,53,color-contrast;html-has-lang;landmark-one-main;page-has-heading-one;region,,true,236,12,10,2,4,0,aria_content_in_landmark;element_attribute_deprecated;html_lang_exists;html_skipnav_exists;input_label_visible;style_color_misuse;style_highcontrast_visible,,false,0,0,0,0,0,0,,Skipped (not requested),false,0,0,0,0,,Skipped (not requested),3,,Radware Bot Manager Captcha
